Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.098943218588829,469033600,0.0,0.0
1980-12-15,0.1222100034356117,0.1222100034356117,0.1216519996523857,0.1216519996523857,0.093781292438507,175884800,0.0,0.0
1980-12-16,0.1132809966802597,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0868979692459106,105728000,0.0,0.0
1980-12-17,0.1155129969120025,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.089048758149147,86441600,0.0,0.0
1980-12-18,0.1188620030879974,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0916304588317871,73449600,0.0,0.0
1980-12-19,0.1261159926652908,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0972226113080978,48630400,0.0,0.0
1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.1019543036818504,37363200,0.0,0.0
1980-12-23,0.1378349959850311,0.1383929997682571,0.1378349959850311,0.1378349959850311,0.10625671595335,46950400,0.0,0.0
1980-12-24,0.1450890004634857,0.1456470042467117,0.1450890004634857,0.1450890004634857,0.1118487864732742,48003200,0.0,0.0
1980-12-26,0.1584820002317428,0.1590400040149688,0.1584820002317428,0.1584820002317428,0.1221734583377838,55574400,0.0,0.0
1980-12-29,0.1607140004634857,0.1612720042467117,0.1607140004634857,0.1607140004634857,0.1238940879702568,93161600,0.0,0.0
1980-12-30,0.1573659926652908,0.1573659926652908,0.156808003783226,0.156808003783226,0.1208830177783966,68880000,0.0,0.0
1980-12-31,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,0.1174416616559028,35750400,0.0,0.0
1981-01-02,0.1540179997682571,0.1551340073347091,0.1540179997682571,0.1540179997682571,0.118732064962387,21660800,0.0,0.0
1981-01-05,0.1512279957532882,0.1512279957532882,0.1506700068712234,0.1506700068712234,0.1161512359976768,35728000,0.0,0.0
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.1109885200858116,45158400,0.0,0.0
1981-01-07,0.1383929997682571,0.1383929997682571,0.1378349959850311,0.1378349959850311,0.10625671595335,55686400,0.0,0.0
1981-01-08,0.1356029957532882,0.1356029957532882,0.1350450068712234,0.1350450068712234,0.104105919599533,39827200,0.0,0.0
1981-01-09,0.1422989964485168,0.1428570002317428,0.1422989964485168,0.1422989964485168,0.109698012471199,21504000,0.0,0.0
1981-01-12,0.1422989964485168,0.1422989964485168,0.141183003783226,0.141183003783226,0.1088377460837364,23699200,0.0,0.0
1981-01-13,0.1367190033197403,0.1367190033197403,0.1361609995365142,0.1361609995365142,0.1049662083387374,23049600,0.0,0.0
1981-01-14,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,0.1053964346647262,14291200,0.0,0.0
1981-01-15,0.1395090073347091,0.140625,0.1395090073347091,0.1395090073347091,0.1075472459197044,14067200,0.0,0.0
1981-01-16,0.1389510035514831,0.1389510035514831,0.1383929997682571,0.1383929997682571,0.1066868975758552,13395200,0.0,0.0
1981-01-19,0.1467629969120025,0.1473210006952285,0.1467629969120025,0.1467629969120025,0.1131392568349838,41574400,0.0,0.0
1981-01-20,0.1428570002317428,0.1428570002317428,0.1422989964485168,0.1422989964485168,0.109698012471199,30083200,0.0,0.0
1981-01-21,0.1450890004634857,0.1462049931287765,0.1450890004634857,0.1450890004634857,0.1118487864732742,15904000,0.0,0.0
1981-01-22,0.1467629969120025,0.1478790044784546,0.1467629969120025,0.1467629969120025,0.1131392568349838,35548800,0.0,0.0
1981-01-23,0.1467629969120025,0.1473210006952285,0.1462049931287765,0.1462049931287765,0.1127091348171234,11222400,0.0,0.0
1981-01-26,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.1109885200858116,24640000,0.0,0.0
1981-01-27,0.1439729928970337,0.1439729928970337,0.1428570002317428,0.1428570002317428,0.1101282015442848,23699200,0.0,0.0
1981-01-28,0.1389510035514831,0.1389510035514831,0.1383929997682571,0.1383929997682571,0.1066868975758552,28156800,0.0,0.0
1981-01-29,0.1339289993047714,0.1339289993047714,0.1333709955215454,0.1333709955215454,0.1028154343366622,43904000,0.0,0.0
1981-01-30,0.1272320002317428,0.1272320002317428,0.1261159926652908,0.1261159926652908,0.0972226113080978,46188800,0.0,0.0
1981-02-02,0.1194199994206428,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0916304588317871,23766400,0.0,0.0
1981-02-03,0.1233260035514831,0.1238839998841285,0.1233260035514831,0.1233260035514831,0.0950717777013778,19152000,0.0,0.0
1981-02-04,0.1277900040149688,0.1283479928970337,0.1277900040149688,0.1277900040149688,0.0985130742192268,27865600,0.0,0.0
1981-02-05,0.1277900040149688,0.1289059966802597,0.1277900040149688,0.1277900040149688,0.0985130742192268,7929600,0.0,0.0
1981-02-06,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.098943218588829,13865600,0.0,0.0
1981-02-09,0.1227679997682571,0.1227679997682571,0.1216519996523857,0.1216519996523857,0.093781292438507,16755200,0.0,0.0
1981-02-10,0.1216519996523857,0.1222100034356117,0.1216519996523857,0.1216519996523857,0.093781292438507,18345600,0.0,0.0
1981-02-11,0.1183039993047714,0.1183039993047714,0.117746002972126,0.117746002972126,0.0907701626420021,13843200,0.0,0.0
1981-02-12,0.1171879991889,0.1171879991889,0.1166289970278739,0.1166289970278739,0.0899090468883514,14560000,0.0,0.0
1981-02-13,0.1149550005793571,0.1149550005793571,0.1138390004634857,0.1138390004634857,0.0877582728862762,11155200,0.0,0.0
1981-02-17,0.1166289970278739,0.1171879991889,0.1166289970278739,0.1166289970278739,0.0899090468883514,12275200,0.0,0.0
1981-02-18,0.1216519996523857,0.1227679997682571,0.1216519996523857,0.1216519996523857,0.093781292438507,19241600,0.0,0.0
1981-02-19,0.1149550005793571,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.0881884023547172,22310400,0.0,0.0
1981-02-20,0.1088170036673545,0.1088170036673545,0.1082589998841285,0.1082589998841285,0.0834566429257392,24371200,0.0,0.0
1981-02-23,0.1099329963326454,0.1104910001158714,0.1099329963326454,0.1099329963326454,0.0847471207380294,14112000,0.0,0.0
1981-02-24,0.1071429997682571,0.1071429997682571,0.1060269996523857,0.1060269996523857,0.0817359760403633,16979200,0.0,0.0
1981-02-25,0.1127230003476142,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0868979692459106,19488000,0.0,0.0
1981-02-26,0.1143969967961311,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.0881884023547172,10841600,0.0,0.0
1981-02-27,0.1183039993047714,0.1194199994206428,0.1183039993047714,0.1183039993047714,0.0912003219127655,14761600,0.0,0.0
1981-03-02,0.1188620030879974,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0916304588317871,11760000,0.0,0.0
1981-03-03,0.117746002972126,0.117746002972126,0.1171879991889,0.1171879991889,0.0903399661183357,16172800,0.0,0.0
1981-03-04,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0894788801670074,13708800,0.0,0.0
1981-03-05,0.1160710006952285,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.089048758149147,5376000,0.0,0.0
1981-03-06,0.1155129969120025,0.1155129969120025,0.1143969967961311,0.1143969967961311,0.0881884023547172,11603200,0.0,0.0
1981-03-09,0.1060269996523857,0.1060269996523857,0.1054690033197403,0.1054690033197403,0.0813058614730835,15321600,0.0,0.0
1981-03-10,0.1010039970278739,0.1010039970278739,0.1004460006952285,0.1004460006952285,0.0774336159229278,28380800,0.0,0.0
1981-03-11,0.0976559966802597,0.0976559966802597,0.0965399965643882,0.0965399965643882,0.0744224563241005,29859200,0.0,0.0
1981-03-12,0.1004460006952285,0.1010039970278739,0.1004460006952285,0.1004460006952285,0.0774336159229278,59248000,0.0,0.0
1981-03-13,0.0998879969120025,0.0998879969120025,0.0993300005793571,0.0993300005793571,0.076573334634304,231302400,0.0,0.0
1981-03-16,0.1032370030879974,0.1043530032038688,0.1032370030879974,0.1032370030879974,0.0795851945877075,37228800,0.0,0.0
1981-03-17,0.1082589998841285,0.109375,0.1082589998841285,0.1082589998841285,0.0834566429257392,43747200,0.0,0.0
1981-03-18,0.1149550005793571,0.1160710006952285,0.1149550005793571,0.1149550005793571,0.0886186063289642,36937600,0.0,0.0
1981-03-19,0.1143969967961311,0.1143969967961311,0.1138390004634857,0.1138390004634857,0.0877582728862762,37811200,0.0,0.0
1981-03-20,0.1149550005793571,0.1160710006952285,0.1149550005793571,0.1149550005793571,0.0886186063289642,14604800,0.0,0.0
1981-03-23,0.1194199994206428,0.1205359995365142,0.1194199994206428,0.1194199994206428,0.0920606553554534,22019200,0.0,0.0
1981-03-24,0.1194199994206428,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0916304588317871,28156800,0.0,0.0
1981-03-25,0.117746002972126,0.117746002972126,0.1166289970278739,0.1166289970278739,0.0899090468883514,7056000,0.0,0.0
1981-03-26,0.1149550005793571,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.0881884023547172,12275200,0.0,0.0
1981-03-27,0.1110489964485168,0.1110489964485168,0.1104910001158714,0.1104910001158714,0.085177294909954,12252800,0.0,0.0
1981-03-30,0.1104910001158714,0.1116070002317428,0.1104910001158714,0.1104910001158714,0.085177294909954,9900800,0.0,0.0
1981-03-31,0.1104910001158714,0.1104910001158714,0.109375,0.109375,0.0843169689178466,15993600,0.0,0.0
1981-04-01,0.1088170036673545,0.1088170036673545,0.1082589998841285,0.1082589998841285,0.0834566429257392,34070400,0.0,0.0
1981-04-02,0.117746002972126,0.1183039993047714,0.117746002972126,0.117746002972126,0.0907701626420021,31404800,0.0,0.0
1981-04-03,0.1183039993047714,0.1188620030879974,0.1183039993047714,0.1183039993047714,0.0912003219127655,16486400,0.0,0.0
1981-04-06,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0894788801670074,22803200,0.0,0.0
1981-04-07,0.1155129969120025,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0886186063289642,10684800,0.0,0.0
1981-04-08,0.1205359995365142,0.1216519996523857,0.1205359995365142,0.1205359995365142,0.0929209738969802,21952000,0.0,0.0
1981-04-09,0.1227679997682571,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.0946416333317756,12499200,0.0,0.0
1981-04-10,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0959320738911628,33465600,0.0,0.0
1981-04-13,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0959320738911628,16060800,0.0,0.0
1981-04-14,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0959320738911628,6652800,0.0,0.0
1981-04-15,0.1188620030879974,0.1188620030879974,0.1183039993047714,0.1183039993047714,0.0912003219127655,34048000,0.0,0.0
1981-04-16,0.1121649965643882,0.1121649965643882,0.1116070002317428,0.1116070002317428,0.0860375761985778,23878400,0.0,0.0
1981-04-20,0.1149550005793571,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0886186063289642,35347200,0.0,0.0
1981-04-21,0.1227679997682571,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.0946416333317756,28537600,0.0,0.0
1981-04-22,0.1272320002317428,0.1277900040149688,0.1272320002317428,0.1272320002317428,0.0980829074978828,18995200,0.0,0.0
1981-04-23,0.1305799931287765,0.1311379969120025,0.1305799931287765,0.1305799931287765,0.1006638556718826,58016000,0.0,0.0
1981-04-24,0.1305799931287765,0.1305799931287765,0.1294640004634857,0.1294640004634857,0.0998035594820976,35056000,0.0,0.0
1981-04-27,0.1289059966802597,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.098943218588829,38528000,0.0,0.0
1981-04-28,0.1266739964485168,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0972226113080978,32188800,0.0,0.0
1981-04-29,0.125,0.125,0.1244420036673545,0.1244420036673545,0.0959320738911628,13641600,0.0,0.0
1981-04-30,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0976527482271194,12611200,0.0,0.0
1981-05-01,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0976527482271194,16553600,0.0,0.0
1981-05-04,0.1266739964485168,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0972226113080978,14448000,0.0,0.0
1981-05-05,0.1261159926652908,0.1261159926652908,0.125558003783226,0.125558003783226,0.096792422235012,17539200,0.0,0.0
1981-05-06,0.1227679997682571,0.1227679997682571,0.1222100034356117,0.1222100034356117,0.0942114442586898,18950400,0.0,0.0
1981-05-07,0.1238839998841285,0.1244420036673545,0.1238839998841285,0.1238839998841285,0.0955019146203994,9363200,0.0,0.0
1981-05-08,0.125,0.125558003783226,0.125,0.125,0.0963622257113456,7907200,0.0,0.0
1981-05-11,0.1227679997682571,0.1227679997682571,0.1222100034356117,0.1222100034356117,0.0942114442586898,11939200,0.0,0.0
1981-05-12,0.1222100034356117,0.1238839998841285,0.1222100034356117,0.1222100034356117,0.0942114442586898,4256000,0.0,0.0
1981-05-13,0.1222100034356117,0.1233260035514831,0.1216519996523857,0.1216519996523857,0.093781292438507,4905600,0.0,0.0
1981-05-14,0.1210940033197403,0.1210940033197403,0.1199780032038688,0.1199780032038688,0.0924908369779586,4928000,0.0,0.0
1981-05-15,0.1227679997682571,0.1244420036673545,0.1227679997682571,0.1227679997682571,0.0946416333317756,4905600,0.0,0.0
1981-05-18,0.125,0.1261159926652908,0.125,0.125,0.0963622257113456,4166400,0.0,0.0
1981-05-19,0.1233260035514831,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.0946416333317756,25424000,0.0,0.0
1981-05-20,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0976527482271194,13283200,0.0,0.0
1981-05-21,0.1339289993047714,0.1344870030879974,0.1339289993047714,0.1339289993047714,0.103245623409748,32211200,0.0,0.0
1981-05-22,0.140066996216774,0.141183003783226,0.140066996216774,0.140066996216774,0.1079773753881454,31427200,0.0,0.0
1981-05-26,0.140066996216774,0.140066996216774,0.1395090073347091,0.1395090073347091,0.1075472459197044,85344000,0.0,0.0
1981-05-27,0.1473210006952285,0.1478790044784546,0.1473210006952285,0.1473210006952285,0.1135694533586502,149497600,0.0,0.0
1981-05-28,0.1473210006952285,0.1478790044784546,0.1473210006952285,0.1473210006952285,0.1135694533586502,73987200,0.0,0.0
1981-05-29,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.1139995902776718,59382400,0.0,0.0
1981-06-01,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.1139995902776718,51251200,0.0,0.0
1981-06-02,0.141183003783226,0.141183003783226,0.140625,0.140625,0.1084074974060058,40432000,0.0,0.0
1981-06-03,0.140625,0.1417409926652908,0.140625,0.140625,0.1084074974060058,39446400,0.0,0.0
1981-06-04,0.1434150040149688,0.1439729928970337,0.1434150040149688,0.1434150040149688,0.1105583608150482,56067200,0.0,0.0
1981-06-05,0.1417409926652908,0.1417409926652908,0.141183003783226,0.141183003783226,0.1088377460837364,57680000,0.0,0.0
1981-06-08,0.1367190033197403,0.1367190033197403,0.1361609995365142,0.1361609995365142,0.1049662083387374,93497600,0.0,0.0
1981-06-09,0.1389510035514831,0.1395090073347091,0.1389510035514831,0.1389510035514831,0.107117049396038,119593600,0.0,0.0
1981-06-10,0.140625,0.1422989964485168,0.140625,0.140625,0.1084074974060058,25222400,0.0,0.0
1981-06-11,0.1467629969120025,0.1473210006952285,0.1467629969120025,0.1467629969120025,0.1131392568349838,38976000,0.0,0.0
1981-06-12,0.1456470042467117,0.1456470042467117,0.1450890004634857,0.1450890004634857,0.1118487864732742,25804800,0.0,0.0
1981-06-15,0.1450890004634857,0.1450890004634857,0.1445309966802597,0.1445309966802597,0.1114185899496078,143763200,0.0,0.0
1981-06-16,0.1422989964485168,0.1422989964485168,0.1417409926652908,0.1417409926652908,0.1092678233981132,37251200,0.0,0.0
1981-06-17,0.140066996216774,0.140066996216774,0.1395090073347091,0.1395090073347091,0.1075472459197044,27574400,0.0,0.0
1981-06-18,0.1395090073347091,0.140066996216774,0.1389510035514831,0.1389510035514831,0.107117049396038,23049600,0.0,0.0
1981-06-19,0.1356029957532882,0.1356029957532882,0.1350450068712234,0.1350450068712234,0.104105919599533,27507200,0.0,0.0
1981-06-22,0.1305799931287765,0.1305799931287765,0.1300220042467117,0.1300220042467117,0.1002337262034416,10841600,0.0,0.0
1981-06-23,0.1322540044784546,0.1333709955215454,0.1322540044784546,0.1322540044784546,0.1019543036818504,15030400,0.0,0.0
1981-06-24,0.1300220042467117,0.1300220042467117,0.1289059966802597,0.1289059966802597,0.0993733555078506,23027200,0.0,0.0
1981-06-25,0.1316960006952285,0.1322540044784546,0.1316960006952285,0.1316960006952285,0.1015241593122482,24259200,0.0,0.0
1981-06-26,0.1311379969120025,0.1311379969120025,0.1300220042467117,0.1300220042467117,0.1002337262034416,23788800,0.0,0.0
1981-06-29,0.1266739964485168,0.1266739964485168,0.125558003783226,0.125558003783226,0.096792422235012,10595200,0.0,0.0
1981-06-30,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0894788801670074,35907200,0.0,0.0
1981-07-01,0.1155129969120025,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0886186063289642,170464000,0.0,0.0
1981-07-02,0.1149550005793571,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0886186063289642,30284800,0.0,0.0
1981-07-06,0.1121649965643882,0.1121649965643882,0.1110489964485168,0.1110489964485168,0.0856074392795562,16531200,0.0,0.0
1981-07-07,0.1121649965643882,0.1132809966802597,0.1121649965643882,0.1121649965643882,0.0864677503705024,15836800,0.0,0.0
1981-07-08,0.1166289970278739,0.1171879991889,0.1166289970278739,0.1166289970278739,0.0899090468883514,16620800,0.0,0.0
1981-07-09,0.1082589998841285,0.1082589998841285,0.1077010035514831,0.1077010035514831,0.0830264687538147,32883200,0.0,0.0
1981-07-10,0.0998879969120025,0.0998879969120025,0.0993300005793571,0.0993300005793571,0.076573334634304,55171200,0.0,0.0
1981-07-13,0.1015629991889,0.102121002972126,0.1015629991889,0.1015629991889,0.0782947391271591,45740800,0.0,0.0
1981-07-14,0.1060269996523857,0.1071429997682571,0.1060269996523857,0.1060269996523857,0.0817359760403633,19779200,0.0,0.0
1981-07-15,0.1088170036673545,0.109375,0.1088170036673545,0.1088170036673545,0.0838867649435997,10953600,0.0,0.0
1981-07-16,0.1116070002317428,0.1127230003476142,0.1116070002317428,0.1116070002317428,0.0860375761985778,15232000,0.0,0.0
1981-07-17,0.1155129969120025,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.089048758149147,19824000,0.0,0.0
1981-07-20,0.1082589998841285,0.1082589998841285,0.1077010035514831,0.1077010035514831,0.0830264687538147,23654400,0.0,0.0
1981-07-21,0.1077010035514831,0.1077010035514831,0.1071429997682571,0.1071429997682571,0.0825963169336319,31942400,0.0,0.0
1981-07-22,0.102121002972126,0.102121002972126,0.1010039970278739,0.1010039970278739,0.0778637528419494,22668800,0.0,0.0
